ticker,event_date,capm_alpha,capm_beta,capm_car_1,capm_car_5,capm_car_30,capm_car_60
AMR,2021-03-19,,,,,,
AMRC,2015-06-10,-7.269009799613151e-05,1.223109807441108,0.025728915265373745,0.016935377055284154,-0.049236064067057154,-0.14551483293920983
AMRC,2015-11-19,-0.0006053402857735214,1.1982699505032424,0.0008823240218359099,0.015756784306194583,-0.021241354722949142,-0.20274863693610198
AMRX,2019-05-16,-0.00031068254934739164,1.2197021867186402,-0.018842667540576556,-0.031525021410241404,-0.20498484431159947,-0.9917137909882174
AMSF,2017-06-01,1.4631256021641268e-05,0.9476920092083477,0.02670093898558299,0.022735664285537888,0.05099902223753162,0.032817497816588076
AMTB,2018-12-27,,,,,,
AMTB,2021-05-14,0.00017553309200682156,1.9800794872908958,0.05361462408214851,0.05734480611096376,-0.0880859898753572,-0.05932940814785913
AMTB,2022-05-25,0.0008054374754942193,0.7346873852497262,0.0010501335946947327,0.003459371297351018,-0.01956102717798432,-0.12204243900403193
AMTB,2022-08-04,0.0016106403717918193,0.6656104466972512,0.030017485159236346,0.059886061671901955,-0.012592873882373033,0.0717875504907391
AMTB,2023-05-04,-0.0006391698862403887,0.7334333747163023,0.009206284588233455,-0.0282683503608208,0.1466364369512948,0.1638334468200861
AMWD,2022-04-04,-0.0030723184993581005,1.3040567930046392,0.01827208128908288,0.014082633113403107,0.28801948638131913,0.3545648714578915
AMWD,2022-06-24,-0.0019566002416717353,1.1385125809933343,0.05928941419400721,0.10056207617748197,0.13112470665517142,0.24499451152091428
ANAB,2017-02-01,,,,,,
ANDE,2019-11-12,-0.0020834707419848707,1.141756100969565,0.04269015884752346,0.0438864464751581,0.1452043565415488,0.12955901744363463
ANDE,2020-05-22,-0.0014432245935032172,0.8252122821071927,0.030146557418819424,0.03670810849654026,0.08720513644070294,0.37709976123530614
ANF,2015-03-25,,,,,,
ANF,2015-06-29,-0.0030927546535318025,0.7506801479467295,-0.07036089990802585,-0.06359946100396868,-0.04429894822867301,0.1964286293110766
ANF,2020-03-16,-0.0023592725369356,1.5073443792949706,-0.07558550315564835,-0.008136887360029287,0.029530158751566796,0.0572203932125015
ANGI,2015-03-18,,,,,,
ANGI,2015-05-18,,,,,,
ANGO,2017-07-25,-0.0009411918825679504,1.192771546892879,-0.015311817795910603,-0.02183096463584594,0.07022302895422142,0.06466679243512789
ANGO,2024-10-10,-0.0005748170748910675,1.2174798554465092,0.048203855625696776,0.035732301876711475,0.13189007434465586,
ANIP,2021-12-22,0.002028132865199966,1.0789972741780063,0.03841794540061019,-0.06380761176896925,-0.24732413040364584,-0.6295006097543477
ANIP,2022-03-23,0.0011055358859299446,1.0589757667599706,0.013124210248135629,0.020419630027123277,0.08637477777923999,0.0514292752890264
ANNX,2020-07-30,,,,,,
ANRO,2024-02-08,,,,,,
APA,2015-08-31,-0.0034390823563431035,1.2857669119125146,0.017473631536566652,-0.004106894000942878,0.10065304837013347,0.3007616699715427
APA,2017-08-24,-0.0009371726298410755,1.3136834273515943,-0.002601974484724272,-0.045073578933047344,0.09061839305026703,0.02364697595387329
APA,2019-06-03,-0.0004653280301506574,1.2470174659985644,0.06240994927748168,0.04650060969047104,-0.12148436320563072,-0.21779772918612128
APD,2015-08-26,-7.855019363392591e-05,1.1933599991345605,-0.032316815989923,-0.020995477023940886,-0.060175936979603044,-0.08489261300659788
APLE,2015-08-31,,,,,,
APLE,2016-09-15,7.423370814243075e-05,0.6789456608467009,0.00012152429708990782,0.011526250047253911,-0.025441446731217954,0.046261720164610054
APLE,2017-03-17,-3.696609762843133e-05,0.6891151071087426,-0.003731181472652434,-0.012057310087147164,0.00030834016601976287,0.016502710794391664
APLE,2017-08-29,-0.0004342465521679941,0.7821716257792314,0.009754744737843673,0.02877626435928662,0.05575077686674351,0.08241716504997391
APLE,2018-03-16,-0.00035843256410690664,0.78232921049026,0.016780329444734378,0.015889711504639067,0.076335811030079,0.09665100489799452
APLE,2018-12-10,-0.0006870760157102394,0.48548626067162437,-0.006638227392461738,-0.013703933284341389,0.006918883623477382,0.08051968167695572
APLE,2019-03-11,-0.00010841505113825571,0.5089884881156131,0.0025961480905705267,-0.0055849127045447585,-0.013313029765455626,-0.02638448363747761
APLE,2020-03-12,-0.0005086162574588729,0.6243007533973098,-0.1064564024583524,-0.49045543568161487,-0.0642113921144993,0.41081671789749497
