ticker,company_name,event_date,cluster_start,cluster_end,n_unique_insiders,n_transactions,insider_names,total_value,avg_price,first_trade_date,last_trade_date,first_filing_date,last_filing_date
RENT,Rentrak Corp,2015-02-12 17:10:06,2015-02-09,2015-02-11,5,6,Boylan David; Gottesman Patricia A.; Macdonald Anne; Rosenthal Brent David; Wpp Plc,32044167,55.69499999999999,2015-02-09,2015-02-11,2015-02-10 16:49:29,2015-02-12 17:10:06
MBTF,Mbt Financial Corp,2015-02-13 14:52:45,2015-02-03,2015-02-12,4,4,Carlton Peter H; Chaffin H Douglas; Miller Michael James; Skibski John L,174542,5.3225,2015-02-03,2015-02-12,2015-02-05 15:40:16,2015-02-13 14:52:45
DEA,"Easterly Government Properties, Inc.",2015-02-13 17:45:42,2015-02-11,2015-02-11,4,4,Crate Darrell W; Fisher Cynthia A; Mead James E; Moravec Joseph F.,1381500,15.0,2015-02-11,2015-02-11,2015-02-13 17:27:10,2015-02-13 17:45:42
CPPL,Columbia Pipeline Partners LP,2015-02-13 21:39:39,2015-02-11,2015-02-11,6,6,Chapman Stanley G III; Hofmann Thomas W; Kettering Glen L; Skaggs Robert C Jr; Smith Robert Edgar; Smith Stephen P,2125200,23.0,2015-02-11,2015-02-11,2015-02-13 16:27:26,2015-02-13 21:39:39
SXC,"Suncoke Energy, Inc.",2015-02-17 13:08:07,2015-02-03,2015-02-11,4,5,Henderson Frederick A.; Lausas Allison S; Sweetnam James E; West Fay,617721,16.066,2015-02-03,2015-02-11,2015-02-04 17:37:34,2015-02-17 13:08:07
TCON,"Tracon Pharmaceuticals, Inc.",2015-02-17 20:51:35,2015-02-04,2015-02-04,14,14,"Barrett M James; Barris Peter J; Baskett Forest; Drant Ryan D; Florence Anthony A. Jr.; Jafco Super V3 Investment Limited Partnership; Kerins Patrick J; Kolluri Krishna Kittu; Mott David M; New Enterprise Associates 14, L.P.; Sandell Scott D; Sonsini Peter W.; Viswanathan Ravi; Weller Harry R",67579500,10.0,2015-02-04,2015-02-04,2015-02-05 15:54:11,2015-02-17 20:51:35
MSL,Midsouth Bancorp Inc,2015-02-19 15:39:59,2015-01-28,2015-02-18,6,9,Abington Leonard Q; Blum Jeffery L; Charbonnet Will G; Hilliard Clayton Paul; Pumpelly R Glenn; Simmons William M,209525,14.292222222222222,2015-01-28,2015-02-18,2015-01-30 11:44:29,2015-02-19 15:39:59
SFNC,Simmons First National Corp,2015-02-19 15:55:06,2015-01-27,2015-02-19,7,7,Burrow Patrick A; Drilling Edward; Hunt Eugene; Makris George Jr; Roberts Chris S; Shoptaw Robert L; Tappan Philip,732463,38.39142857142857,2015-01-27,2015-02-19,2015-01-27 14:45:42,2015-02-19 15:55:06
MSON,Misonix Inc,2015-02-19 16:24:59,2015-02-06,2015-02-17,4,6,Alliger Howard; Gildea John; Minetti T Guy; Oneill Thomas F,417240,5.72,2015-02-06,2015-02-17,2015-02-10 11:20:22,2015-02-19 16:24:59
DXR,Daxor Corp,2015-02-19 17:18:25,2015-02-09,2015-02-19,3,4,Feldschuh Joseph; Feldschuh Michael Richard; Meegan Diane Marie,26625,5.915000000000001,2015-02-09,2015-02-19,2015-02-11 15:33:01,2015-02-19 17:18:25
BKSC,Bank of South Carolina Corp,2015-02-20 12:39:11,2015-02-04,2015-02-20,5,7,Hassell Fleetwood S; Nussbaum Alan I; Sass Douglas H; Schools David R; Sharry Sheryl G,265104,14.98857142857143,2015-02-04,2015-02-20,2015-02-05 10:08:32,2015-02-20 12:39:11
MMLP,Martin Midstream Partners LP,2015-02-20 17:01:16,2015-02-20,2015-02-20,4,4,Bondurant Robert D; Booth Chris H; Martin Ruben S; Tauscher Randall,23236,30.72,2015-02-20,2015-02-20,2015-02-20 17:00:36,2015-02-20 17:01:16
UBCP,United Bancorp Inc /oh/,2015-02-23 14:07:43,2015-02-19,2015-02-20,3,3,Branstetter Matthew Fredrick; Glessner Gary W; Greenwood Randall M,20813,8.023333333333333,2015-02-19,2015-02-20,2015-02-23 13:32:11,2015-02-23 14:07:43
EYEG,Eyegate Pharmaceuticals Inc,2015-02-23 17:47:32,2015-02-19,2015-02-19,3,3,Chaney Paul G; Ipsa (Innoven Partenaires S.A.); Ventech Capital II,2866662,6.0,2015-02-19,2015-02-19,2015-02-23 17:33:53,2015-02-23 17:47:32
AJX,Great Ajax Corp.,2015-02-23 20:49:47,2015-02-19,2015-02-19,3,3,Flexpoint Great Ajax Holdings LLC; Mendelsohn Lawrence; Schaub Russell,3306000,14.25,2015-02-19,2015-02-19,2015-02-23 07:36:50,2015-02-23 20:49:47
BLPH,"Bellerophon Therapeutics, Inc.",2015-02-23 21:48:30,2015-02-19,2015-02-19,12,12,"Arch Venture Fund VI LP; Heyrman Reinilde; Holt Matthew S.; Linde North America, Inc.; Luehring Jens; Meglasson Martin; Naidu Manesh; Nelsen Robert; New Mountain Investments Ii, LLC; Peacock Jonathan M; Tasse Daniel; Weinstein Adam",52973544,12.0,2015-02-19,2015-02-19,2015-02-23 21:39:29,2015-02-23 21:48:30
PULB,Pulaski Financial Corp,2015-02-24 12:49:33,2015-01-30,2015-02-23,3,8,Bradshaw Stanley J; Douglass Gary W; Felman Leon A,147263,11.70625,2015-01-30,2015-02-23,2015-02-02 14:56:42,2015-02-24 12:49:33
TMST,Timkensteel Corp,2015-02-24 16:27:05,2015-02-03,2015-02-10,4,4,Creel Diane C; Dipiero Frank A; Misheff Donald T; Wotring Randall A,202305,28.6,2015-02-03,2015-02-10,2015-02-04 18:11:11,2015-02-24 16:27:05
OLBK,Old Line Bancshares Inc,2015-02-25 08:33:03,2015-01-28,2015-02-23,6,6,Dent James F; Gingles Andre J; Lucente Frank Jr; Rivest Jeffrey A; Semanie Mark A; Suit John M II,84530,14.86166666666667,2015-01-28,2015-02-23,2015-01-28 15:38:35,2015-02-25 08:33:03
ARMK,Aramark,2015-02-25 15:20:12,2015-02-11,2015-02-23,3,3,Barr David; Goldman Sachs Group Inc; Mehra Sanjeev K,220354545,30.813333333333333,2015-02-11,2015-02-23,2015-02-13 14:36:13,2015-02-25 15:20:12
OKSB,Southwest Bancorp Inc,2015-02-25 16:58:24,2015-01-28,2015-02-23,3,5,Lanie Larry J; Morris James M II; Teubner Russell William,91339,15.654000000000002,2015-01-28,2015-02-23,2015-01-30 13:45:31,2015-02-25 16:58:24
PSTB,Park Sterling Corp,2015-02-25 17:17:29,2015-02-02,2015-02-25,3,3,Foster Nancy L.; Gaines David L.; Hartung Patricia C,170184,6.830000000000001,2015-02-02,2015-02-25,2015-02-03 16:37:14,2015-02-25 17:17:29
PLBC,Plumas Bancorp,2015-02-25 17:30:03,2015-02-11,2015-02-24,3,3,Flournoy John; McClintock Robert J; Ryback Andrew J,47353,9.03,2015-02-11,2015-02-24,2015-02-13 16:32:44,2015-02-25 17:30:03
ITEK,Inotek Pharmaceuticals Corp,2015-02-25 20:36:53,2015-02-23,2015-02-23,7,7,"Care Capital  II  LLC; Devon Park Bioventures LP; Kantesaria Devang; Karabelas Argeris N; Medimmune Ventures, Inc.; Pitango Venture Capital Principals Fund Iv, L.P.; Rho Ventures IV Qp LP",26539584,6.0,2015-02-23,2015-02-23,2015-02-25 18:10:57,2015-02-25 20:36:53
WBB,"Westbury Bancorp, Inc.",2015-02-26 16:08:02,2015-02-04,2015-02-26,4,6,Gumm Andrew J; Rohr-Dralle Rondi; Spella James A; Ziegler J J,132791,16.595,2015-02-04,2015-02-26,2015-02-05 12:54:42,2015-02-26 16:08:02
MRC,Mrc Global Inc.,2015-02-26 17:54:33,2015-02-24,2015-02-26,3,3,Braun James E; Perkins John Anthony; Wehrle H B III,853950,12.96,2015-02-24,2015-02-26,2015-02-25 18:40:36,2015-02-26 17:54:33
TRUE,"Truecar, Inc.",2015-02-26 19:41:52,2015-02-24,2015-02-25,3,3,Claus Christopher W; Dietz Steven J; Painter Scott,1439663,17.61666666666667,2015-02-24,2015-02-25,2015-02-24 21:43:04,2015-02-26 19:41:52
IBTX,"Independent Bank Group, Inc.",2015-02-27 12:15:41,2015-02-06,2015-02-27,6,7,Aynesworth M Brian III; Berntsen Torry; Fair William E; Holmes Craig E; Jennings John Webb III; Smith G Stacy,529303,36.92285714285714,2015-02-06,2015-02-27,2015-02-06 13:11:50,2015-02-27 12:15:41
NBBC,Newbridge Bancorp,2015-02-27 12:22:33,2015-01-29,2015-02-26,13,25,Albert Michael S; Branch James David; Broadhurst Spence H; Budd William Wesley Jr; Clark Robert Cunningham; Diffey Alex A Jr; Dodson Barry Z; Hamadi Ramsey K; Johnson Donald P; Teague E Reid; Urquhart Richard A III; Wright Kenan C; Young Julius S Jr,97272,8.376,2015-01-29,2015-02-26,2015-01-30 10:56:20,2015-02-27 12:22:33
ISBA,Isabella Bank Corp,2015-02-27 16:31:47,2015-01-29,2015-02-26,3,6,Barz Richard J; Maness David J; Opperman Sarah R,11390,22.595000000000002,2015-01-29,2015-02-26,2015-02-02 17:13:08,2015-02-27 16:31:47
LTXB,"Legacytexas Financial Group, Inc.",2015-02-27 16:35:08,2015-01-30,2015-02-26,7,7,Acosta Arcilia; Almy Scott A; Hanigan Kevin J; Levecchio Anthony J; McCall James Brian; Swiley Thomas S; Wilkinson Greg,520061,21.041428571428575,2015-01-30,2015-02-26,2015-02-02 16:49:09,2015-02-27 16:35:08
MDU,Mdu Resources Group Inc,2015-02-27 17:34:38,2015-02-17,2015-02-26,3,4,Goodin David L; Norland Cynthia J; Schwartz Doran N,173978,22.322499999999998,2015-02-17,2015-02-26,2015-02-18 17:21:50,2015-02-27 17:34:38
SUBK,Suffolk Bancorp,2015-03-02 11:53:20,2015-02-25,2015-02-27,5,6,Danowski James E; Filipo Frank D; Gaviola Joseph A; Kandell David A; Kelley Jeanne P,24715,22.233333333333334,2015-02-25,2015-02-27,2015-02-27 13:05:37,2015-03-02 11:53:20
BOCH,Bank of Commerce Holdings,2015-03-02 12:30:57,2015-02-04,2015-02-27,4,6,Gibson Joseph; Halfhide Jon; Muttera Robert H; Tullis Lyle L,255101,5.785,2015-02-04,2015-02-27,2015-02-04 19:40:03,2015-03-02 12:30:57
TRCB,Two River Bancorp,2015-03-02 16:00:53,2015-02-02,2015-02-27,3,3,Grossman Robert B; Osullivan Joseph Fx; Statter William,8641,8.5,2015-02-02,2015-02-27,2015-02-04 16:54:56,2015-03-02 16:00:53
UBOH,United Bancshares Inc/oh,2015-03-03 08:43:46,2015-02-09,2015-02-27,5,5,Benroth Robert L; Engelhardt Diana L; Oatman Heather Marie; Unverferth Steven R; Young Brian D,35960,14.808000000000002,2015-02-09,2015-02-27,2015-02-10 15:32:15,2015-03-03 08:43:46
FISI,Financial Institutions Inc,2015-03-03 11:09:15,2015-02-05,2015-03-02,3,6,Birmingham Martin Kearney; Glaser Robert M; Kreienberg William L,258673,22.60166666666667,2015-02-05,2015-03-02,2015-02-06 15:08:21,2015-03-03 11:09:15
KFS,Kingsway Financial Services Inc,2015-03-03 11:12:56,2015-02-03,2015-02-27,3,9,Baqar Hassan; Hickey William August Jr; Swets Larry G Jr,12886,5.883333333333333,2015-02-03,2015-02-27,2015-02-04 10:34:19,2015-03-03 11:12:56
WMS,"Advanced Drainage Systems, Inc.",2015-03-03 17:22:46,2015-02-09,2015-02-27,3,5,Chlapaty Joseph A; Eversole Robert M; Wexner Abigail S,2510903,25.302,2015-02-09,2015-02-27,2015-02-09 17:14:38,2015-03-03 17:22:46
CMOH,Commercial Bancshares Inc oh,2015-03-04 09:50:15,2015-02-06,2015-03-02,3,4,Beach Robert E; Breymer John W; Sisler Lee M,44215,28.349999999999998,2015-02-06,2015-03-02,2015-02-06 16:21:34,2015-03-04 09:50:15
SCL,Stepan Co,2015-03-04 12:21:54,2015-02-20,2015-03-02,3,4,Beamer Scott D; Behrens Scott R.; Mason Scott C,150085,40.637499999999996,2015-02-20,2015-03-02,2015-02-23 17:17:26,2015-03-04 12:21:54
CLF,Cliffs Natural Resources Inc.,2015-03-04 14:27:09,2015-02-05,2015-03-04,4,4,Goncalves Lourenco; Rutkowski Joseph A; Siegal Michael D; Stoliar Gabriel,849792,6.5874999999999995,2015-02-05,2015-03-04,2015-02-09 09:50:35,2015-03-04 14:27:09
KOP,Koppers Holdings Inc.,2015-03-04 15:14:51,2015-03-02,2015-03-03,4,4,Ball M Leroy; Neupaver Albert J; Sullivan James A.; Tritch Stephen R,497034,17.080000000000002,2015-03-02,2015-03-03,2015-03-03 10:03:49,2015-03-04 15:14:51
CLNE,Clean Energy Fuels Corp.,2015-03-04 16:35:58,2015-03-02,2015-03-04,3,3,Corbus Barclay; Littlefair Andrew J; Scully Stephen,211963,5.61,2015-03-02,2015-03-04,2015-03-02 13:31:17,2015-03-04 16:35:58
CNBKA,Century Bancorp Inc,2015-03-04 16:42:23,2015-02-02,2015-03-04,10,31,Delinsky Stephen R; Evangelista Paul A; Feeney Brian J.; Filler James J; Goldman Marshall I; Kay Linda Sloane; Lemley Fraser; Sloane Barry R; Sonnabend Stephanie; Westling Jon,229144,44.68483870967742,2015-02-02,2015-03-04,2015-02-02 18:36:30,2015-03-04 16:42:23
AZZ,Azz Inc,2015-03-04 17:21:51,2015-03-02,2015-03-02,4,4,Emery Matthew Varley; Mackey Tara D; Pendley Timothy E; Steines Robert Joseph,26711,37.875,2015-03-02,2015-03-02,2015-03-04 17:13:49,2015-03-04 17:21:51
FMNB,Farmers National Banc Corp /oh/,2015-03-05 10:11:08,2015-02-02,2015-03-02,11,22,Gerzina Joseph A; Helmick Kevin J; Jackson Brian E; Macali Ralph D; Moore Terry A; Nicastro Mark A; Paull David Z; Sabat Joseph W; Shaffer Timothy F; Strollo Gregg; Wallace Amber B,13173,7.704999999999997,2015-02-02,2015-03-02,2015-02-05 08:05:04,2015-03-05 10:11:08
COB,Communityone Bancorp,2015-03-05 11:34:56,2015-02-02,2015-03-04,3,3,Martin J Chandler; Murphy Gregory P; Nielsen David L,75283,10.06,2015-02-02,2015-03-04,2015-02-02 17:16:57,2015-03-05 11:34:56
ED,Consolidated Edison Inc,2015-03-05 15:31:15,2015-01-31,2015-02-28,8,17,Cawley Timothy; Hoglund Robert N; Ivey Craig S; McAvoy John; Moore Elizabeth D; Muccilo Robert; Nadkarni Gurudatta D; Oates Joseph P,34149,67.10823529411765,2015-01-31,2015-02-28,2015-02-04 16:56:27,2015-03-05 15:31:15
HES,Hess Corp,2015-03-05 17:00:48,2015-02-02,2015-03-03,14,14,Chase Rodney F; Checki Terrence J.; Golub Harvey; Hess John B; Holiday Edith E; Lavizzo-Mourey Risa J; McManus David; Meyers Kevin Omar; Mullin John H III; Quigley James H.; Reynolds Fredric G; Schrader William G.; Williams Mark R.; Wilson Robert N,4323103,74.11642857142859,2015-02-02,2015-03-03,2015-02-03 10:42:12,2015-03-05 17:00:48
SIR,Select Income Reit,2015-03-05 17:13:16,2015-03-04,2015-03-04,3,3,Government Properties Income Trust; Portnoy Adam; Portnoy Barry M,100774975,27.850000000000005,2015-03-04,2015-03-04,2015-03-05 17:11:31,2015-03-05 17:13:16
SBBX,Sussex Bancorp,2015-03-06 09:23:29,2015-02-05,2015-03-03,11,15,Brady Patrick; Branca Richard; Caristia Katherine H; Hontz Mark J; Kovach Donald L; Labozzetta Anthony J; Leppert Edward J; Lista George; Marvil Timothy; McNerney Robert; Musilli Charles A,71846,10.612,2015-02-05,2015-03-03,2015-02-05 12:25:50,2015-03-06 09:23:29
TUBE,Tubemogul Inc,2015-03-06 09:38:31,2015-03-03,2015-03-05,3,3,Hughes John E; Scovic Stephen A; Wilson Brett,59727,12.74,2015-03-03,2015-03-05,2015-03-04 17:22:42,2015-03-06 09:38:31
LKFN,Lakeland Financial Corp,2015-03-06 09:55:22,2015-02-05,2015-03-05,3,4,Evans Daniel F; Niemier Charles E; O'Neill Lisa M,320198,39.435,2015-02-05,2015-03-05,2015-02-06 08:25:34,2015-03-06 09:55:22
HFBC,Hopfed Bancorp Inc,2015-03-06 12:42:20,2015-02-09,2015-02-23,4,4,Foley Paul Michael; Peck John E; Smith Clay; Woolfolk Michael L,145546,13.2725,2015-02-09,2015-02-23,2015-02-09 12:34:06,2015-03-06 12:42:20
CLDB,Cortland Bancorp Inc,2015-03-06 14:34:07,2015-02-02,2015-03-03,4,7,Langhenry Joseph P; Thompson Richard B; Vross Anthony R; Woofter Timothy K,164100,15.684285714285718,2015-02-02,2015-03-03,2015-02-05 10:05:07,2015-03-06 14:34:07
CWAY,"Coastway Bancorp, Inc.",2015-03-06 15:00:01,2015-02-17,2015-03-05,4,4,Disanto David P.; Gibbons Stephen J.; White William A.; Wielgus Paul G.,136047,11.21,2015-02-17,2015-03-05,2015-02-19 11:48:48,2015-03-06 15:00:01
CBNJ,"Cape Bancorp, Inc.",2015-03-09 13:15:29,2015-02-03,2015-03-05,4,5,Devlin Michael D; Lynch James J; Ritter Thomas K; Skeels Althea,362147,8.882,2015-02-03,2015-03-05,2015-02-04 17:00:13,2015-03-09 13:15:29
DWCH,Datawatch Corp,2015-03-09 15:48:13,2015-02-09,2015-03-06,3,4,Mahoney David; McArdle Joan C; Mistry Sanjay K,457271,6.404999999999999,2015-02-09,2015-03-06,2015-02-11 19:39:53,2015-03-09 15:48:13
FSP,Franklin Street Properties Corp /ma/,2015-03-09 16:08:06,2015-02-20,2015-03-09,4,4,Burke John N; Carter Jeffrey B; Carter Scott H; Demeritt John G,91601,12.645,2015-02-20,2015-03-09,2015-02-20 15:27:13,2015-03-09 16:08:06
FFWM,First Foundation Inc.,2015-03-09 16:16:07,2015-02-05,2015-02-27,3,3,Brakke James G; Hakopian John; Kavanaugh Scott F,64706,17.966666666666665,2015-02-05,2015-02-27,2015-02-06 17:35:09,2015-03-09 16:16:07
IVR,Invesco Mortgage Capital Inc.,2015-03-09 16:31:28,2015-02-26,2015-03-09,4,5,Anzalone John; King Richard J.; Kuster Robson; Phegley Richard Lee Jr.,278785,15.798000000000002,2015-02-26,2015-03-09,2015-02-27 18:28:15,2015-03-09 16:31:28
TEX,Terex Corp,2015-03-09 18:27:48,2015-02-05,2015-03-05,6,12,Barr Kevin A; Bradley Kevin; Defeo Ronald M; Ellis George; Henry Brian J; Lousberg Kenneth D.,14982,25.060000000000002,2015-02-05,2015-03-05,2015-02-06 17:26:18,2015-03-09 18:27:48
BRT,Brt Realty Trust,2015-03-10 17:06:21,2015-03-06,2015-03-06,4,4,Gould Fredric H; Gould Investors L P; Gould Jeffrey; Gould Matthew J,51652,6.98,2015-03-06,2015-03-06,2015-03-10 17:05:23,2015-03-10 17:06:21
D,Dominion Resources Inc /va/,2015-03-10 17:14:05,2015-02-20,2015-03-10,5,5,Barr William P; Dragas Helen E; Kington Mark J; Spilman Robert H Jr; Szymanczyk Michael E,4527180,72.90400000000001,2015-02-20,2015-03-10,2015-02-24 16:40:03,2015-03-10 17:14:05
UIHC,United Insurance Holdings Corp.,2015-03-10 17:19:55,2015-02-23,2015-03-10,4,7,Hood III William H.; Menon Deepak; Poitevint Alec II; Salmon Kimberly,948392,22.851428571428574,2015-02-23,2015-03-10,2015-02-25 17:17:14,2015-03-10 17:19:55
TNXP,Tonix Pharmaceuticals Holding Corp.,2015-03-11 13:36:55,2015-02-09,2015-03-10,4,8,Gershell Leland; Lederman Seth; Mario Ernest; Mather Charles E IV,306460,6.327500000000001,2015-02-09,2015-03-10,2015-02-09 17:07:30,2015-03-11 13:36:55
DOC,Physicians Realty Trust,2015-03-11 17:21:28,2015-03-06,2015-03-11,5,5,Black Albert Jr; Page Bradley D.; Sweet John; Thompson Tommy G; Weiss Richard A.,98003,15.907999999999998,2015-03-06,2015-03-11,2015-03-10 13:11:41,2015-03-11 17:21:28
CLMS,"Calamos Asset Management, Inc. /de/",2015-03-11 17:39:51,2015-02-23,2015-03-09,3,7,Bhatt Nimish S; Calamos John P Sr; Gilbert Richard W,639999,12.848571428571429,2015-02-23,2015-03-09,2015-03-02 16:19:10,2015-03-11 17:39:51
ISCA,International Speedway Corp,2015-03-12 13:37:54,2015-02-23,2015-03-10,43,129,"Al Holder Co; Al Holder L P; Ashley Dallas Steven; Automotive Research Bureau Inc; Bates Amelia Lee; Bates Elizabeth Anne; Bates Madeline Gray; Bbl Co; Bbl L P; Carl Investment Limited Partnership; Carl Three LLC; Carl Three LP; Carl Two LLC; Carl Two LP; France Amy L; France Betty Jane; France Brian Z; France James C; France Jamison C; France Jayce Camron; France Jennifer A; France Lauren Dare; France Luke Zachary; France Meadow Jane; France Sharon M; France William Carter; Helton Richard Kole; J Holder Co; J Holder L P; Ja Holder Co; Ja Holder Limited Partnership; Kennedy Benjamin Z; Kennedy Lesa D; Principal Investment Co; Quaternary Investment; Sierra Central Corp; Sm Holder Co; Sm Holder L P; Wcf Family 1 Inc; Wcf Nevada, LLC; Wcf Silver State Limited Partnership; Western Opportunity Ltd Partnership; William C. France Family Trust Dated November 4, 2004",386527,31.623333333333335,2015-02-23,2015-03-10,2015-02-24 17:32:50,2015-03-12 13:37:54
BCBP,Bcb Bancorp Inc,2015-03-12 15:01:17,2015-02-17,2015-03-10,4,4,Ballance Robert; Brogan Joseph J; Coughlin Thomas Michael; Robbins Spencer B.,49909,11.934999999999999,2015-02-17,2015-03-10,2015-02-19 18:27:43,2015-03-12 15:01:17
FBNK,"First Connecticut Bancorp, Inc.",2015-03-12 15:01:57,2015-02-12,2015-03-10,3,4,Burns Catherine M; Healey James T Jr; Patrick John J Jr.,232180,14.925,2015-02-12,2015-03-10,2015-02-13 13:34:41,2015-03-12 15:01:57
REGI,"Renewable Energy Group, Inc.",2015-03-12 15:07:48,2015-03-06,2015-03-10,3,3,Harding Peter John Martin; Oh Daniel J; Stone Chad,120429,9.256666666666666,2015-03-06,2015-03-10,2015-03-09 14:54:26,2015-03-12 15:07:48
BOBE,Bob Evans Farms Inc,2015-03-12 16:19:37,2015-03-06,2015-03-11,4,4,Benham Douglas N; Hood Mark E; McWilliams Larry S; Townsley J Michael,403887,46.552499999999995,2015-03-06,2015-03-11,2015-03-10 17:16:35,2015-03-12 16:19:37
ECOM,Channeladvisor Corp,2015-03-12 17:37:08,2015-02-10,2015-03-11,5,9,Baule John F.; Buinevicius Aris Antanas; Hower Robert; Spitz David J; Wingo M Scot,291516,9.052222222222223,2015-02-10,2015-03-11,2015-02-10 18:05:52,2015-03-12 17:37:08
AGYS,Agilysys Inc,2015-03-12 18:06:13,2015-02-06,2015-02-10,3,3,Dennedy Jim; Jones Jerry C; Seebeck Janine K.,87097,10.473333333333334,2015-02-06,2015-02-10,2015-02-10 16:10:57,2015-03-12 18:06:13
ISTR,Investar Holding Corp,2015-03-13 12:02:48,2015-02-05,2015-02-18,13,14,Baker James M; Besselman Thomas C Sr; Boyce James H III; Boyce Robert M Sr; Brignac John Emmett Jr; Freeman Robert L; Hidalgo William H; Joffrion Gordon H III; Lukinovich David J; Middleton Suzanne O; Nelson Andrew C; Schneider Carl R Jr; Walker Frank L.,112657,14.306428571428578,2015-02-05,2015-02-18,2015-02-20 17:11:41,2015-03-13 12:02:48
AEGN,Aegion Corp,2015-03-13 13:11:26,2015-02-18,2015-03-13,3,4,Galvin Walter J; Gordon Charles R.; Morris David F,122157,17.5675,2015-02-18,2015-03-13,2015-02-20 18:46:24,2015-03-13 13:11:26
ARI,"Apollo Commercial Real Estate Finance, Inc.",2015-03-13 17:00:36,2015-03-02,2015-03-11,3,4,Press Eric; Rothstein Stuart; Salvati Michael,2214514,16.932499999999997,2015-03-02,2015-03-11,2015-03-04 15:03:16,2015-03-13 17:00:36
TIME,Time Inc.,2015-03-16 08:12:37,2015-02-17,2015-03-13,5,5,Bairstow Jeffrey John; Fahey John M Jr; Macdonald J Randall; Rolfe Ronald S; Stringer Howard,481793,23.651999999999997,2015-02-17,2015-03-13,2015-02-19 08:09:50,2015-03-16 08:12:37
ACY,Aerocentury Corp,2015-03-16 13:54:23,2015-03-05,2015-03-13,4,11,Crispin Neal D; Jetfleet Holding Corp.; Perazzo Toni M; Wallach Evan M,833352,13.462727272727273,2015-03-05,2015-03-13,2015-03-09 14:06:56,2015-03-16 13:54:23
HTWO,Hf2 Financial Management Inc.,2015-03-16 14:13:26,2015-03-04,2015-03-12,5,6,"Cameron R Bruce; D.Quant Special Opportunities Fund, LP; Forth R Bradley; Newman Seymour A.; Ramsey Neil P.",70828338,10.5,2015-03-04,2015-03-12,2015-03-05 13:27:06,2015-03-16 14:13:26
CBZ,"Cbiz, Inc.",2015-03-16 14:47:57,2015-02-17,2015-03-16,4,6,France Gina D; Grisko Jerome P; Hudson Sherrill W; Spurio Chris,134957,8.838333333333333,2015-02-17,2015-03-16,2015-02-17 15:39:21,2015-03-16 14:47:57
DLA,"Delta Apparel, Inc",2015-03-16 16:20:05,2015-03-09,2015-03-12,3,3,Cortez Sam Pina; Humphreys Robert W; Merrill Deborah H,67688,9.15,2015-03-09,2015-03-12,2015-03-10 16:28:55,2015-03-16 16:20:05
HTH,Hilltop Holdings Inc.,2015-03-16 18:50:47,2015-03-03,2015-03-13,3,4,Ford Jeremy B; Huffines James R; Robinson Charles Clifton,997804,19.3125,2015-03-03,2015-03-13,2015-03-05 18:43:46,2015-03-16 18:50:47
SSS,Sovran Self Storage Inc,2015-03-17 17:00:49,2015-03-04,2015-03-17,3,4,Barberio Mark G; Havener Arthur L Jr; Rusmisel Stephen R,177035,90.9,2015-03-04,2015-03-17,2015-03-06 08:39:36,2015-03-17 17:00:49
MNR,Monmouth Real Estate Investment Corp,2015-03-18 15:29:59,2015-02-17,2015-03-16,4,6,Haimm Brian; Landy Michael P; Miller Kevin S.; Nagelberg Allison,64083,10.966666666666669,2015-02-17,2015-03-16,2015-02-18 11:25:23,2015-03-18 15:29:59
NPK,National Presto Industries Inc,2015-03-18 16:56:06,2015-03-18,2015-03-18,3,3,Cardozo Richard N; Quinn Patrick J; Stienessen Joseph G,33595,59.25,2015-03-18,2015-03-18,2015-03-18 16:18:19,2015-03-18 16:56:06
ANGI,"Angie'S List, Inc.",2015-03-18 17:10:21,2015-02-17,2015-03-16,3,6,"Chuang John H.; Kapner Steven M.; Tri Ventures, Inc.",124215,5.784999999999999,2015-02-17,2015-03-16,2015-02-18 16:08:34,2015-03-18 17:10:21
YORW,York Water Co,2015-03-19 09:45:34,2015-03-11,2015-03-18,3,3,Hand Joseph Thomas; Hines Jeffrey R; Rasmussen Steven R,7353,23.02333333333333,2015-03-11,2015-03-18,2015-03-13 09:05:18,2015-03-19 09:45:34
SBSI,Southside Bancshares Inc,2015-03-19 10:31:52,2015-03-05,2015-03-19,3,4,Anderson Lawrence Lazelle; Anderson Susan Elaine; Garrett John Robert,198247,29.265,2015-03-05,2015-03-19,2015-03-06 15:27:31,2015-03-19 10:31:52
GABC,"German American Bancorp, Inc.",2015-03-19 15:05:56,2015-02-17,2015-03-16,8,16,Bawel Douglas A; Ernst Christina M; Klem U Butch; Ramsey Chris A; Root M. Darren; Seger Thomas W; Snowden Raymond Ward; Voyles Michael J,57000,29.475,2015-02-17,2015-03-16,2015-02-23 13:19:06,2015-03-19 15:05:56
SUM,"Summit Materials, Inc.",2015-03-19 17:39:13,2015-03-17,2015-03-17,6,6,Benedict Anne Lee; Evans Mikel Shane; Harris Brian James; Hill Thomas W.; Murphy Damian John; Rauh Douglas Charles,1431000,18.0,2015-03-17,2015-03-17,2015-03-19 17:31:23,2015-03-19 17:39:13
SYBT,"Stock Yards Bancorp, Inc.",2015-03-20 09:41:03,2015-02-23,2015-03-18,7,14,Edinger Charles R III; Herde Carl G; Madison Bruce P; Northern Richard; Priebe Stephen M; Simon Nicholas X; Tasman Norman,44250,33.22500000000001,2015-02-23,2015-03-18,2015-02-25 15:38:31,2015-03-20 09:41:03
